timestamp,open,high,low,close,volume
2024-01-02 13:15:00,765.28,765.76,762.95,764.09,6677
2024-01-02 13:20:00,764.09,764.41,758.04,763.52,17928
2024-01-02 13:25:00,763.52,763.62,762.43,762.96,16698
2024-01-02 13:30:00,762.96,764.56,761.16,761.6,5177
2024-01-02 13:35:00,761.6,762.43,759.39,761.54,13526
2024-01-02 13:40:00,761.54,762.01,758.51,760.11,16746
2024-01-02 13:45:00,760.11,760.63,760.05,760.26,7033
2024-01-02 13:50:00,760.26,761.71,758.48,759.32,14336
2024-01-02 13:55:00,759.32,762.07,759.02,760.28,17704
2024-01-02 14:00:00,760.28,764.95,757.0,760.5,27852
2024-01-02 14:05:00,760.5,765.16,755.94,758.88,7707
2024-01-02 14:10:00,758.88,761.42,758.22,760.28,21226
2024-01-02 14:15:00,760.28,762.05,757.06,759.96,7613
2024-01-02 14:20:00,759.96,765.42,757.38,760.93,10346
2024-01-02 14:25:00,760.93,761.01,758.26,760.06,22199
2024-01-02 14:30:00,760.06,760.4,754.19,759.14,18447
2024-01-02 14:35:00,759.14,761.09,757.24,757.27,10172
2024-01-02 14:40:00,757.27,759.64,755.82,757.15,19002
2024-01-02 14:45:00,757.15,758.51,754.69,757.22,38716
2024-01-02 14:50:00,757.22,759.54,751.93,756.26,10161
2024-01-02 14:55:00,756.26,757.35,754.22,755.63,22071
2024-01-02 15:00:00,755.63,758.79,751.01,756.15,16688
2024-01-02 15:05:00,756.15,759.61,754.69,758.55,30885
2024-01-02 15:10:00,758.55,760.93,757.74,760.52,86276
2024-01-02 15:15:00,760.52,761.45,756.68,760.18,15249
2024-01-02 15:20:00,760.18,760.64,758.51,759.76,7183
2024-01-02 15:25:00,759.76,760.67,756.12,759.88,23369
2024-01-03 09:15:00,759.88,760.12,758.02,760.11,24345
2024-01-03 09:20:00,760.11,762.34,756.68,759.35,168555
2024-01-03 09:25:00,759.35,760.69,758.27,759.2,44431
2024-01-03 09:30:00,759.2,759.51,757.44,758.21,18462
2024-01-03 09:35:00,758.21,759.92,757.91,758.17,8006
2024-01-03 09:40:00,758.17,758.3,756.66,757.16,11185
2024-01-03 09:45:00,757.16,758.99,756.35,756.68,3971
2024-01-03 09:50:00,756.68,757.92,755.55,756.21,16153
2024-01-03 09:55:00,756.21,758.97,753.43,754.41,18374
2024-01-03 10:00:00,754.41,755.51,754.29,754.33,7993
2024-01-03 10:05:00,754.33,756.7,752.63,753.67,7392
2024-01-03 10:10:00,753.67,754.1,750.84,753.6,33507
2024-01-03 10:15:00,753.6,754.84,752.89,754.03,27151
2024-01-03 10:20:00,754.03,755.31,752.86,755.26,47606
2024-01-03 10:25:00,755.26,758.11,752.36,756.4,1340
2024-01-03 10:30:00,756.4,756.44,753.35,755.81,15042
2024-01-03 10:35:00,755.81,756.23,752.97,755.52,12401
2024-01-03 10:40:00,755.52,756.55,755.08,755.79,12762
2024-01-03 10:45:00,755.79,758.38,753.61,754.45,27651
2024-01-03 10:50:00,754.45,758.32,754.37,756.16,33088
2024-01-03 10:55:00,756.16,759.65,755.27,759.13,64288
2024-01-03 11:00:00,759.13,762.18,757.83,758.33,23969
2024-01-03 11:05:00,758.33,760.34,757.86,757.92,18041
2024-01-03 11:10:00,757.92,758.62,754.09,757.84,24384
2024-01-03 11:15:00,757.84,762.21,751.34,755.32,26360
2024-01-03 11:20:00,755.32,757.07,751.63,754.16,17241
2024-01-03 11:25:00,754.16,755.45,749.39,752.75,19054
2024-01-03 11:30:00,752.75,757.59,749.62,751.33,28133
2024-01-03 11:35:00,751.33,754.22,747.4,749.35,11979
2024-01-03 11:40:00,749.35,749.42,747.44,748.78,24000
2024-01-03 11:45:00,748.78,752.84,744.73,750.72,70903
2024-01-03 11:50:00,750.72,754.4,750.5,752.24,6845
2024-01-03 11:55:00,752.24,754.0,749.1,753.83,76950
2024-01-03 12:00:00,753.83,755.64,753.46,753.7,38545
2024-01-03 12:05:00,753.7,755.64,750.16,753.49,35017
2024-01-03 12:10:00,753.49,755.78,753.47,754.43,5603
2024-01-03 12:15:00,754.43,756.41,752.88,756.33,32904
2024-01-03 12:20:00,756.33,759.09,755.44,755.99,8445
2024-01-03 12:25:00,755.99,758.01,754.95,756.81,93642
2024-01-03 12:30:00,756.81,758.82,754.42,755.36,8943
2024-01-03 12:35:00,755.36,755.93,752.42,755.39,25306
2024-01-03 12:40:00,755.39,759.58,754.27,756.26,7569
2024-01-03 12:45:00,756.26,758.82,754.81,756.91,16205
2024-01-03 12:50:00,756.91,758.65,753.26,755.26,40251
2024-01-03 12:55:00,755.26,757.74,754.04,754.62,42997
2024-01-03 13:00:00,754.62,757.99,753.06,754.62,18414
2024-01-03 13:05:00,754.62,755.87,749.38,755.23,6427
2024-01-03 13:10:00,755.23,756.68,752.32,754.58,18513
2024-01-03 13:15:00,754.58,758.71,753.33,756.26,66798
2024-01-03 13:20:00,756.26,760.26,754.41,756.26,15161
2024-01-03 13:25:00,756.26,757.76,753.05,755.96,13083
2024-01-03 13:30:00,755.96,758.71,754.27,758.08,13027
2024-01-03 13:35:00,758.08,759.36,755.29,758.24,24132
2024-01-03 13:40:00,758.24,759.7,752.97,755.76,7342
2024-01-03 13:45:00,755.76,760.46,754.01,754.5,102562
2024-01-03 13:50:00,754.5,757.83,753.24,755.71,46039
2024-01-03 13:55:00,755.71,757.64,753.06,754.99,6438
2024-01-03 14:00:00,754.99,759.64,754.48,756.04,70938
2024-01-03 14:05:00,756.04,757.2,755.59,756.82,20681
2024-01-03 14:10:00,756.82,758.86,756.69,757.64,19127
2024-01-03 14:15:00,757.64,758.61,753.29,756.84,34698
2024-01-03 14:20:00,756.84,758.21,756.25,756.95,12055
2024-01-03 14:25:00,756.95,757.59,753.25,756.03,38591
2024-01-03 14:30:00,756.03,757.46,752.57,757.07,5771
2024-01-03 14:35:00,757.07,757.92,755.55,756.6,43312
2024-01-03 14:40:00,756.6,756.85,755.77,755.9,9790
2024-01-03 14:45:00,755.9,760.83,753.96,756.65,11490
2024-01-03 14:50:00,756.65,762.23,755.53,756.76,22475
2024-01-03 14:55:00,756.76,759.02,755.26,757.13,109777
2024-01-03 15:00:00,757.13,762.64,751.46,756.48,35438
2024-01-03 15:05:00,756.48,758.75,751.99,756.66,23754
2024-01-03 15:10:00,756.66,761.28,756.19,756.93,28968
2024-01-03 15:15:00,756.93,759.12,754.07,755.95,13999
2024-01-03 15:20:00,755.95,757.61,754.91,755.14,17846
2024-01-03 15:25:00,755.14,756.33,755.01,755.6,30601
2024-01-04 09:15:00,755.6,757.56,753.45,756.55,135828
2024-01-04 09:20:00,756.55,760.42,754.6,756.95,42328
2024-01-04 09:25:00,756.95,757.26,752.29,755.14,15075
2024-01-04 09:30:00,755.14,756.97,752.5,754.6,41850
2024-01-04 09:35:00,754.6,756.3,752.99,754.56,107293
2024-01-04 09:40:00,754.56,755.6,750.76,753.2,16844
2024-01-04 09:45:00,753.2,756.43,750.8,754.08,20809
2024-01-04 09:50:00,754.08,755.09,753.94,754.52,20186
2024-01-04 09:55:00,754.52,755.18,753.11,754.92,33011
2024-01-04 10:00:00,754.92,757.12,754.18,756.45,5016
2024-01-04 10:05:00,756.45,759.67,756.02,757.34,16016
2024-01-04 10:10:00,757.34,758.37,755.35,756.25,55350
2024-01-04 10:15:00,756.25,757.12,755.48,756.25,45764
2024-01-04 10:20:00,756.25,757.38,755.59,756.4,21872
2024-01-04 10:25:00,756.4,757.87,754.19,754.59,137335
2024-01-04 10:30:00,754.59,756.98,752.61,754.75,65899
2024-01-04 10:35:00,754.75,757.92,754.69,755.62,8974
2024-01-04 10:40:00,755.62,757.16,753.56,756.67,56536
2024-01-04 10:45:00,756.67,757.32,752.25,756.09,21792
2024-01-04 10:50:00,756.09,756.62,752.1,755.2,8336
2024-01-04 10:55:00,755.2,757.44,752.73,754.78,4269
2024-01-04 11:00:00,754.78,755.01,751.83,753.66,17651
2024-01-04 11:05:00,753.66,755.59,751.01,753.88,8682
2024-01-04 11:10:00,753.88,754.52,753.03,754.02,29132
2024-01-04 11:15:00,754.02,755.45,751.17,753.95,12089
2024-01-04 11:20:00,753.95,755.4,753.23,753.3,19376
2024-01-04 11:25:00,753.3,756.86,751.85,755.37,33088
2024-01-04 11:30:00,755.37,757.8,750.49,755.31,162424
2024-01-04 11:35:00,755.31,757.29,755.14,757.22,7267
2024-01-04 11:40:00,757.22,759.02,755.66,756.3,21691
2024-01-04 11:45:00,756.3,756.76,755.52,756.36,27061
2024-01-04 11:50:00,756.36,758.63,753.92,755.42,6118
2024-01-04 11:55:00,755.42,758.06,753.64,753.7,34617
2024-01-04 12:00:00,753.7,754.09,748.4,751.98,9446
2024-01-04 12:05:00,751.98,758.06,750.08,753.66,20450
2024-01-04 12:10:00,753.66,754.99,752.91,753.18,40511
2024-01-04 12:15:00,753.18,755.56,751.41,754.04,21215
2024-01-04 12:20:00,754.04,754.08,752.09,752.8,17107
2024-01-04 12:25:00,752.8,753.31,751.79,752.31,12905
2024-01-04 12:30:00,752.31,752.86,751.87,752.53,7995
2024-01-04 12:35:00,752.53,754.03,751.17,751.64,39015
2024-01-04 12:40:00,751.64,754.83,748.95,752.44,15309
2024-01-04 12:45:00,752.44,754.53,750.7,753.04,7940
2024-01-04 12:50:00,753.04,754.75,749.34,753.8,48487
2024-01-04 12:55:00,753.8,754.09,752.77,753.61,41999
2024-01-04 13:00:00,753.61,755.43,752.21,752.83,35801
2024-01-04 13:05:00,752.83,753.49,752.41,752.47,21523
2024-01-04 13:10:00,752.47,754.22,749.84,750.59,9839
2024-01-04 13:15:00,750.59,751.6,745.75,750.07,30765
2024-01-04 13:20:00,750.07,752.89,745.9,747.63,15707
2024-01-04 13:25:00,747.63,748.75,745.19,746.06,24848
2024-01-04 13:30:00,746.06,746.27,741.79,745.75,25338
2024-01-04 13:35:00,745.75,749.18,742.45,746.45,41989
2024-01-04 13:40:00,746.45,748.63,745.27,746.68,32117
2024-01-04 13:45:00,746.68,749.87,744.44,747.27,15835
2024-01-04 13:50:00,747.27,747.88,746.76,747.51,3154
2024-01-04 13:55:00,747.51,748.99,745.12,747.13,8236
2024-01-04 14:00:00,747.13,748.58,744.25,747.72,6934
2024-01-04 14:05:00,747.72,748.28,746.0,747.78,37992
2024-01-04 14:10:00,747.78,748.07,745.42,747.86,44712
2024-01-04 14:15:00,747.86,749.55,747.45,749.4,75776
2024-01-04 14:20:00,749.4,753.03,748.01,749.64,10585
2024-01-04 14:25:00,749.64,751.0,747.65,748.19,20732
2024-01-04 14:30:00,748.19,748.6,747.25,747.42,34517
2024-01-04 14:35:00,747.42,749.4,741.85,747.28,60319
2024-01-04 14:40:00,747.28,752.28,746.98,748.29,15405
2024-01-04 14:45:00,748.29,749.63,745.85,746.69,54661
2024-01-04 14:50:00,746.69,750.28,745.05,745.81,2808
2024-01-04 14:55:00,745.81,747.66,743.97,746.42,5455
2024-01-04 15:00:00,746.42,747.0,745.8,745.88,24758
2024-01-04 15:05:00,745.88,748.68,744.72,744.79,149754
2024-01-04 15:10:00,744.79,745.58,744.42,745.12,16513
2024-01-04 15:15:00,745.12,747.85,741.76,745.38,22125
2024-01-04 15:20:00,745.38,745.83,742.37,744.39,9050
2024-01-04 15:25:00,744.39,745.93,743.68,745.35,8635
2024-01-05 09:15:00,745.35,745.37,741.43,744.57,43314
2024-01-05 09:20:00,744.57,746.98,743.38,745.85,28095
2024-01-05 09:25:00,745.85,746.44,743.81,746.2,19926
2024-01-05 09:30:00,746.2,748.41,744.25,745.54,14910
2024-01-05 09:35:00,745.54,747.1,745.4,745.43,7632
2024-01-05 09:40:00,745.43,747.62,743.7,744.88,25779
2024-01-05 09:45:00,744.88,746.29,744.48,745.53,33205
2024-01-05 09:50:00,745.53,745.73,742.74,744.42,14199
2024-01-05 09:55:00,744.42,745.38,742.74,743.44,14371
2024-01-05 10:00:00,743.44,744.48,742.5,743.27,14196
2024-01-05 10:05:00,743.27,743.38,741.84,742.7,20436
2024-01-05 10:10:00,742.7,743.86,739.43,741.93,82990
2024-01-05 10:15:00,741.93,742.71,740.04,740.64,34818
2024-01-05 10:20:00,740.64,747.31,739.28,739.93,69886
2024-01-05 10:25:00,739.93,742.09,736.11,739.29,13692
2024-01-05 10:30:00,739.29,744.23,735.94,739.18,10211
2024-01-05 10:35:00,739.18,739.84,735.38,738.51,22331
2024-01-05 10:40:00,738.51,740.26,736.15,738.78,20566
2024-01-05 10:45:00,738.78,740.73,737.69,738.21,22776
2024-01-05 10:50:00,738.21,740.53,736.89,737.48,65951
2024-01-05 10:55:00,737.48,739.07,735.91,738.86,9364
2024-01-05 11:00:00,738.86,741.75,735.12,737.69,30865
2024-01-05 11:05:00,737.69,739.92,735.49,736.81,14121
2024-01-05 11:10:00,736.81,737.72,733.72,736.94,28392
2024-01-05 11:15:00,736.94,740.62,736.39,738.93,7822
2024-01-05 11:20:00,738.93,740.7,737.38,740.13,8710
2024-01-05 11:25:00,740.13,741.13,739.3,739.5,2427
2024-01-05 11:30:00,739.5,741.05,733.98,740.25,22396
2024-01-05 11:35:00,740.25,743.52,738.72,739.87,123499
2024-01-05 11:40:00,739.87,740.74,733.01,738.73,27921
2024-01-05 11:45:00,738.73,740.9,734.85,739.68,12347
2024-01-05 11:50:00,739.68,740.44,736.12,739.72,82724
2024-01-05 11:55:00,739.72,741.73,735.99,738.74,23953
2024-01-05 12:00:00,738.74,738.81,737.05,738.52,12327
2024-01-05 12:05:00,738.52,741.87,729.52,735.62,45074
2024-01-05 12:10:00,735.62,739.12,733.44,736.71,28739
2024-01-05 12:15:00,736.71,742.34,735.14,737.13,75154
2024-01-05 12:20:00,737.13,740.07,732.32,737.33,27513
2024-01-05 12:25:00,737.33,741.09,734.39,736.64,4514
2024-01-05 12:30:00,736.64,737.26,731.68,736.14,51813
2024-01-05 12:35:00,736.14,737.65,734.8,735.69,80817
2024-01-05 12:40:00,735.69,736.95,729.65,734.9,9441
2024-01-05 12:45:00,734.9,736.78,731.82,736.08,58580
2024-01-05 12:50:00,736.08,736.68,734.86,735.41,10448
2024-01-05 12:55:00,735.41,737.56,734.74,735.01,14620
2024-01-05 13:00:00,735.01,736.14,729.94,734.72,7302
2024-01-05 13:05:00,734.72,735.83,733.32,735.04,33448
2024-01-05 13:10:00,735.04,735.11,733.52,734.72,8286
2024-01-05 13:15:00,734.72,735.23,731.2,734.34,3770
2024-01-05 13:20:00,734.34,738.4,732.37,732.42,33671
2024-01-05 13:25:00,732.42,734.34,730.82,731.76,31097
2024-01-05 13:30:00,731.76,733.35,730.22,732.25,13423
2024-01-05 13:35:00,732.25,733.39,727.95,731.58,29659
2024-01-05 13:40:00,731.58,736.15,728.35,730.11,13250
2024-01-05 13:45:00,730.11,730.25,730.06,730.17,71493
2024-01-05 13:50:00,730.17,731.28,726.63,727.55,36813
2024-01-05 13:55:00,727.55,730.92,726.99,728.65,155844
2024-01-05 14:00:00,728.65,729.92,727.92,729.05,20308
2024-01-05 14:05:00,729.05,729.62,726.46,729.17,9264
2024-01-05 14:10:00,729.17,730.3,727.51,727.75,12407
2024-01-05 14:15:00,727.75,729.98,727.17,727.43,11724
2024-01-05 14:20:00,727.43,728.5,726.5,727.81,51472
2024-01-05 14:25:00,727.81,731.16,725.23,727.18,20980
2024-01-05 14:30:00,727.18,727.24,726.01,727.15,14057
2024-01-05 14:35:00,727.15,728.33,725.44,727.02,25736
2024-01-05 14:40:00,727.02,729.76,723.23,728.38,24533
2024-01-05 14:45:00,728.38,731.76,725.55,729.37,7678
2024-01-05 14:50:00,729.37,729.85,727.16,728.29,24909
2024-01-05 14:55:00,728.29,728.99,725.86,728.76,13373
2024-01-05 15:00:00,728.76,729.04,728.2,728.46,10336
2024-01-05 15:05:00,728.46,730.82,727.62,728.7,55408
2024-01-05 15:10:00,728.7,731.67,725.29,729.71,68601
2024-01-05 15:15:00,729.71,730.99,726.84,728.65,35366
2024-01-05 15:20:00,728.65,731.29,724.63,730.08,10655
2024-01-05 15:25:00,730.08,734.49,729.63,730.15,18755
2024-01-08 09:15:00,730.15,730.31,729.09,730.26,30304
2024-01-08 09:20:00,730.26,734.74,730.19,731.66,52885
2024-01-08 09:25:00,731.66,733.18,729.62,730.53,24249
2024-01-08 09:30:00,730.53,730.59,727.49,728.67,92523
2024-01-08 09:35:00,728.67,730.51,727.25,727.61,4784
2024-01-08 09:40:00,727.61,727.86,723.99,727.16,39979
2024-01-08 09:45:00,727.16,728.2,727.1,727.27,14220
2024-01-08 09:50:00,727.27,727.59,725.03,727.15,8638
2024-01-08 09:55:00,727.15,729.4,725.37,726.93,22275
2024-01-08 10:00:00,726.93,729.89,725.54,729.25,7362
2024-01-08 10:05:00,729.25,731.3,725.36,729.22,112333
2024-01-08 10:10:00,729.22,730.2,727.61,728.94,18819
2024-01-08 10:15:00,728.94,731.85,725.35,730.45,19681
2024-01-08 10:20:00,730.45,732.75,725.41,729.01,17929
2024-01-08 10:25:00,729.01,729.92,727.47,729.11,11205
2024-01-08 10:30:00,729.11,730.08,728.28,728.43,40765
2024-01-08 10:35:00,728.43,728.63,725.27,726.46,53025
2024-01-08 10:40:00,726.46,727.06,725.2,725.24,27650
2024-01-08 10:45:00,725.24,732.04,724.03,726.44,21533
2024-01-08 10:50:00,726.44,727.46,725.18,725.48,31075
2024-01-08 10:55:00,725.48,731.32,725.28,726.18,18288
2024-01-08 11:00:00,726.18,726.35,720.26,723.67,12804
2024-01-08 11:05:00,723.67,724.0,721.12,722.28,22655
2024-01-08 11:10:00,722.28,722.8,721.13,722.34,10751
2024-01-08 11:15:00,722.34,723.78,720.36,721.5,11446
2024-01-08 11:20:00,721.5,723.23,720.87,721.77,38020
2024-01-08 11:25:00,721.77,723.03,717.1,720.68,29634
2024-01-08 11:30:00,720.68,721.62,716.88,719.72,21094
2024-01-08 11:35:00,719.72,721.41,715.61,719.3,5234
2024-01-08 11:40:00,719.3,722.79,717.85,720.3,21790
2024-01-08 11:45:00,720.3,721.43,716.04,719.67,3380
2024-01-08 11:50:00,719.67,723.83,718.54,720.29,26750
2024-01-08 11:55:00,720.29,722.18,718.7,720.6,38346
2024-01-08 12:00:00,720.6,723.02,719.55,720.26,17904
2024-01-08 12:05:00,720.26,722.57,718.93,721.33,33784
2024-01-08 12:10:00,721.33,723.03,717.77,721.4,3272
2024-01-08 12:15:00,721.4,724.13,720.89,721.96,8941
2024-01-08 12:20:00,721.96,722.96,721.05,721.92,117739
2024-01-08 12:25:00,721.92,723.34,720.13,721.63,137068
2024-01-08 12:30:00,721.63,723.03,720.68,721.91,40129
2024-01-08 12:35:00,721.91,723.28,720.11,721.4,57949
2024-01-08 12:40:00,721.4,723.42,720.98,723.18,102663
2024-01-08 12:45:00,723.18,725.0,722.46,723.94,40365
2024-01-08 12:50:00,723.94,726.64,720.92,723.0,13324
2024-01-08 12:55:00,723.0,723.39,718.28,722.59,5701
2024-01-08 13:00:00,722.59,728.48,719.68,724.53,11258
2024-01-08 13:05:00,724.53,726.1,720.5,724.77,53214
2024-01-08 13:10:00,724.77,727.12,724.17,726.13,19702
2024-01-08 13:15:00,726.13,729.21,721.75,725.62,27651
2024-01-08 13:20:00,725.62,726.95,722.91,724.82,18106
2024-01-08 13:25:00,724.82,726.43,724.19,724.85,40548
2024-01-08 13:30:00,724.85,725.2,723.88,724.05,10441
2024-01-08 13:35:00,724.05,725.33,723.39,723.79,5405
2024-01-08 13:40:00,723.79,725.42,723.09,725.11,29659
2024-01-08 13:45:00,725.11,727.2,724.18,726.05,10822
2024-01-08 13:50:00,726.05,726.08,724.67,725.17,12455
2024-01-08 13:55:00,725.17,725.18,724.67,724.86,15560
2024-01-08 14:00:00,724.86,728.17,723.66,724.14,16681
2024-01-08 14:05:00,724.14,724.83,722.57,723.82,11934
2024-01-08 14:10:00,723.82,724.77,721.28,722.79,38530
2024-01-08 14:15:00,722.79,728.08,720.72,721.57,14977
2024-01-08 14:20:00,721.57,723.26,719.94,721.83,24241
2024-01-08 14:25:00,721.83,724.9,721.73,723.45,34224
2024-01-08 14:30:00,723.45,724.71,723.11,723.18,28068
2024-01-08 14:35:00,723.18,723.82,720.74,722.86,42126
2024-01-08 14:40:00,722.86,724.12,721.93,722.32,33846
2024-01-08 14:45:00,722.32,722.33,719.26,721.77,34976
2024-01-08 14:50:00,721.77,722.97,721.56,722.58,1991
2024-01-08 14:55:00,722.58,727.19,722.31,723.4,77175
2024-01-08 15:00:00,723.4,725.04,722.93,724.72,15866
2024-01-08 15:05:00,724.72,725.07,724.38,724.43,20140
2024-01-08 15:10:00,724.43,725.46,721.14,722.67,11458
2024-01-08 15:15:00,722.67,726.43,721.32,721.37,34658
2024-01-08 15:20:00,721.37,723.13,719.22,722.9,18440
2024-01-08 15:25:00,722.9,723.68,721.81,722.14,22594
2024-01-09 09:15:00,722.14,725.08,717.18,723.38,36906
2024-01-09 09:20:00,723.38,726.22,722.07,723.92,17742
2024-01-09 09:25:00,723.92,726.43,717.97,724.5,37330
2024-01-09 09:30:00,724.5,725.36,722.74,725.14,6260
2024-01-09 09:35:00,725.14,729.53,722.3,726.66,23922
2024-01-09 09:40:00,726.66,729.22,724.08,727.55,10433
2024-01-09 09:45:00,727.55,730.48,726.83,727.96,56223
2024-01-09 09:50:00,727.96,728.95,721.67,728.08,12749
2024-01-09 09:55:00,728.08,728.79,726.22,728.1,17144
2024-01-09 10:00:00,728.1,728.5,725.83,728.3,3843
2024-01-09 10:05:00,728.3,731.17,727.65,728.84,31069
2024-01-09 10:10:00,728.84,731.66,727.69,728.3,16046
2024-01-09 10:15:00,728.3,728.31,725.88,727.44,110271
2024-01-09 10:20:00,727.44,729.34,723.74,728.35,23171
2024-01-09 10:25:00,728.35,730.02,727.85,728.88,17771
2024-01-09 10:30:00,728.88,729.97,728.41,729.49,36350
2024-01-09 10:35:00,729.49,734.88,727.5,728.33,40998
2024-01-09 10:40:00,728.33,732.9,728.26,730.91,53302
2024-01-09 10:45:00,730.91,732.8,729.05,729.66,23228
2024-01-09 10:50:00,729.66,731.73,726.29,730.32,32937
2024-01-09 10:55:00,730.32,735.92,726.49,729.38,83800
2024-01-09 11:00:00,729.38,730.5,725.78,729.59,35531
2024-01-09 11:05:00,729.59,731.17,728.52,729.34,19126
2024-01-09 11:10:00,729.34,731.77,727.0,727.73,26658
2024-01-09 11:15:00,727.73,728.05,725.14,726.95,17738
2024-01-09 11:20:00,726.95,728.96,726.29,726.94,38843
2024-01-09 11:25:00,726.94,728.66,724.18,725.23,15545
2024-01-09 11:30:00,725.23,727.57,723.39,724.35,15305
2024-01-09 11:35:00,724.35,727.56,722.79,725.47,11801
2024-01-09 11:40:00,725.47,731.94,723.38,727.56,36367
2024-01-09 11:45:00,727.56,729.82,726.95,728.24,9570
2024-01-09 11:50:00,728.24,729.33,725.95,727.54,9794
2024-01-09 11:55:00,727.54,729.59,726.85,727.48,79765
2024-01-09 12:00:00,727.48,727.75,726.4,727.0,38148
2024-01-09 12:05:00,727.0,729.69,726.47,727.08,7985
2024-01-09 12:10:00,727.08,728.36,726.31,727.22,4296
2024-01-09 12:15:00,727.22,731.01,724.8,727.68,21459
2024-01-09 12:20:00,727.68,730.35,726.83,729.69,17299
2024-01-09 12:25:00,729.69,732.43,729.46,730.72,14270
2024-01-09 12:30:00,730.72,733.45,727.15,730.52,23954
2024-01-09 12:35:00,730.52,731.32,723.53,731.26,162634
2024-01-09 12:40:00,731.26,733.52,728.08,731.17,29159
2024-01-09 12:45:00,731.17,733.35,729.96,730.31,36886
2024-01-09 12:50:00,730.31,732.45,727.23,728.68,10822
2024-01-09 12:55:00,728.68,729.63,726.93,727.65,23938
2024-01-09 13:00:00,727.65,731.46,725.9,725.94,15485
2024-01-09 13:05:00,725.94,726.82,721.19,725.63,15532
2024-01-09 13:10:00,725.63,728.75,723.85,724.6,11417
2024-01-09 13:15:00,724.6,729.3,724.25,725.46,33217
2024-01-09 13:20:00,725.46,725.94,723.04,724.39,10848
2024-01-09 13:25:00,724.39,727.02,722.56,725.64,25666
2024-01-09 13:30:00,725.64,729.56,723.88,727.22,62854
2024-01-09 13:35:00,727.22,732.15,724.78,726.26,7657
2024-01-09 13:40:00,726.26,726.39,722.92,724.66,8352
2024-01-09 13:45:00,724.66,727.67,722.49,724.34,10510
2024-01-09 13:50:00,724.34,727.31,722.0,725.45,136254
2024-01-09 13:55:00,725.45,727.1,722.18,726.21,23242
2024-01-09 14:00:00,726.21,728.73,723.89,724.63,26274
2024-01-09 14:05:00,724.63,727.76,723.59,726.45,26810
2024-01-09 14:10:00,726.45,730.47,725.33,726.85,21978
2024-01-09 14:15:00,726.85,727.86,723.5,726.94,42645
